187.15.165.144 - - "2017-05-27 00:45:40" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36"
51.255.64.106 bot - "2017-05-27 01:28:04" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/21 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
187.19.220.39 - - "2017-05-27 01:51:16" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/56/24 200 "AndroidDownloadManager"
35.184.189.105 - - "2017-05-27 02:43:10" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/50 200 "ltx71 - (http://ltx71.com/)"
5.9.112.6 - - "2017-05-27 03:02:14" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/7 200 "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
177.134.220.250 - - "2017-05-27 03:04:30" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/28/22 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"
35.184.189.105 - - "2017-05-27 03:24:37" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/35 200 "ltx71 - (http://ltx71.com/)"
35.184.189.105 - - "2017-05-27 03:56:04" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/16/10 200 "ltx71 - (http://ltx71.com/)"
35.184.189.105 - - "2017-05-27 03:58:06" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/15 200 "ltx71 - (http://ltx71.com/)"
66.249.73.212 bot - "2017-05-27 04:16:18" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/18/15 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.2 bot - "2017-05-27 04:25:35" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/10/26 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.147 bot - "2017-05-27 04:34:39" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/1 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.184.189.105 - - "2017-05-27 04:47:41" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/9/13 200 "ltx71 - (http://ltx71.com/)"
66.249.65.147 bot - "2017-05-27 05:21:15" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/11 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.212 bot - "2017-05-27 05:22:02" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/1 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.31 bot - "2017-05-27 05:31:27" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/31/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.184.189.105 - - "2017-05-27 05:32:19" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/20 200 "ltx71 - (http://ltx71.com/)"
35.184.189.105 - - "2017-05-27 05:33:13" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/3 200 "ltx71 - (http://ltx71.com/)"
66.249.73.156 bot - "2017-05-27 05:39:02" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/30/17 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.2 bot - "2017-05-27 05:58:44" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/28/22 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
5.255.250.43 bot - "2017-05-27 06:03:44" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
66.249.73.212 bot - "2017-05-27 06:09:35" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/59/33 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.145 bot - "2017-05-27 06:45:02" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/31/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
164.132.161.77 bot - "2017-05-27 06:46:36" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/28 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.65.149 bot - "2017-05-27 06:46:52" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/39/21 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.147 bot - "2017-05-27 06:48:44" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.30 bot - "2017-05-27 06:49:45" http://projuriscursos.com.br/revista/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
