164.132.161.44 bot - "2016-10-23 01:25:07" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/38 200 "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)"
177.206.232.251 - - "2016-10-23 01:30:32" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/31/18 200 "Mozilla/5.0 (Windows NT 6.1; rv:49.0) Gecko/20100101 Firefox/49.0"
66.249.65.171 bot - "2016-10-23 02:34:43" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/5/9 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.165 bot - "2016-10-23 02:37:54" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/151 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
164.132.161.17 bot - "2016-10-23 02:39:36" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/10 200 "Mozilla/5.0 (compatible; AhrefsBot/5.1; +http://ahrefs.com/robot/)"
66.249.65.171 bot - "2016-10-23 02:43:23" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/21/29 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.174 bot - "2016-10-23 02:54:52" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/14/8 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.65.57 bot - "2016-10-23 03:04:44" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/2 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.165 bot - "2016-10-23 03:12:44" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/31/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.57 bot - "2016-10-23 04:01:57" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/20 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.172 bot - "2016-10-23 04:01:59" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.174 bot - "2016-10-23 04:05:27" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/50/28 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.147 bot - "2016-10-23 04:06:31" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.172 bot - "2016-10-23 04:07:00" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/5 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.147 bot - "2016-10-23 04:07:16" http://revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.57 bot - "2016-10-23 04:11:21" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/30/17 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.174 bot - "2016-10-23 04:13:46" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/21/29 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.165 bot - "2016-10-23 04:14:00" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.171 bot - "2016-10-23 04:16:42" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/59/33 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.177 bot - "2016-10-23 04:19:49" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/20 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.172 bot - "2016-10-23 04:23:14" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/149/23 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.172 bot - "2016-10-23 04:26:39" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/50/28 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.142 bot - "2016-10-23 04:30:02" http://revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.147 bot - "2016-10-23 05:02:22" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/50/28 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.165 bot - "2016-10-23 05:03:53" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/10 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.147 bot - "2016-10-23 05:04:39" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/2 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
