85.246.227.222 - - "2016-12-16 00:46:08" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/14/8 200 "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36"
179.211.64.141 - - "2016-12-16 01:44:40" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/index 200 "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36"
40.77.167.48 bot - "2016-12-16 02:04:31" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/28 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
179.222.72.156 - - "2016-12-16 02:34:21" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/3/4 200 "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36"
66.249.65.242 bot - "2016-12-16 03:13:50" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/7 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.34 bot - "2016-12-16 03:33:35" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/39/21 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
40.77.167.48 bot - "2016-12-16 03:33:45" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/view/28 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.73.235 bot - "2016-12-16 03:35:36" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/146/31 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.32 bot - "2016-12-16 03:43:29" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/3/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.34 bot - "2016-12-16 03:53:09" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/59/33 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.36 bot - "2016-12-16 04:09:10" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/10/26 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.36 bot - "2016-12-16 04:19:18" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/18 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.32 bot - "2016-12-16 04:25:14" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/5/9 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.34 bot - "2016-12-16 04:32:57" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/21/29 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.239 bot - "2016-12-16 04:37:05" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/151/30 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.235 bot - "2016-12-16 04:43:14" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/31 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
