187.19.215.249 - - "2017-07-21 00:06:21" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.104 Safari/537.36"
216.244.66.194 - - "2017-07-21 00:16:16" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/2/3 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.194 - - "2017-07-21 00:16:20" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/34 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
66.249.65.130 bot - "2017-07-21 00:28:57" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/39 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
106.120.173.100 - - "2017-07-21 00:36:15" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/19/16 200 "Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)"
66.249.65.130 bot - "2017-07-21 00:48:18" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/10 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.65.134 bot - "2017-07-21 00:52:41" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/3 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
217.182.132.71 bot - "2017-07-21 01:19:57" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/8/5 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
217.182.132.182 bot - "2017-07-21 01:30:40" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/1 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
177.0.150.89 - - "2017-07-21 01:31:45" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/index 200 "Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36"
164.132.161.3 bot - "2017-07-21 02:01:23" http://projuriscursos.com.br/revista/index.php/revista-projuris/index 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
216.244.66.194 - - "2017-07-21 02:19:22" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/2/3 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.194 - - "2017-07-21 02:19:26" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/34 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.246 - - "2017-07-21 02:32:02" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/145/27 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.246 - - "2017-07-21 02:32:13" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/35 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
164.132.161.26 bot - "2017-07-21 03:02:34" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/v3%20n1%20%28jan-jun%29%202015 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
164.132.161.85 bot - "2017-07-21 03:26:22" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/151 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
137.74.207.101 bot - "2017-07-21 03:27:50" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/issue/view/RIES%20n%C2%BA%201 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.65.132 bot - "2017-07-21 03:33:01" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/31/18 200 "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
51.255.65.41 bot - "2017-07-21 03:44:47" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/2 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
51.255.65.4 bot - "2017-07-21 03:45:15" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/39/21 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
164.132.161.7 bot - "2017-07-21 03:57:59" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/56 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
35.184.189.105 - - "2017-07-21 04:06:20" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/135 200 "ltx71 - (http://ltx71.com/)"
217.182.132.97 bot - "2017-07-21 04:10:20" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/11 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
35.184.189.105 - - "2017-07-21 04:33:32" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/19 200 "ltx71 - (http://ltx71.com/)"
66.249.65.91 bot - "2017-07-21 04:36:29" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/15 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.212 bot - "2017-07-21 04:37:28" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/3/4 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.90 bot - "2017-07-21 04:40:56" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/140/41 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
216.244.66.246 - - "2017-07-21 05:00:14" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/10/26 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
216.244.66.246 - - "2017-07-21 05:00:18" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/9/13 200 "Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)"
66.249.65.89 bot - "2017-07-21 05:02:03" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/16 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.117 bot - "2017-07-21 05:05:19" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/50/28 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.184.189.105 - - "2017-07-21 05:11:56" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/149/23 200 "ltx71 - (http://ltx71.com/)"
66.249.65.117 bot - "2017-07-21 05:13:00" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/140/41 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
51.255.65.49 bot - "2017-07-21 05:25:58" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/178 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.65.89 bot - "2017-07-21 05:29:32" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/39/21 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.184.189.105 - - "2017-07-21 05:32:52" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/5 200 "ltx71 - (http://ltx71.com/)"
35.184.189.105 - - "2017-07-21 05:36:49" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/20 200 "ltx71 - (http://ltx71.com/)"
66.249.65.91 bot - "2017-07-21 05:45:21" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/155/43 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.117 bot - "2017-07-21 05:45:36" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/16 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
40.77.167.88 bot - "2017-07-21 05:45:37" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/39 200 "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.65.119 bot - "2017-07-21 05:46:04" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/35/32 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.184.189.105 - - "2017-07-21 05:47:43" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/5/9 200 "ltx71 - (http://ltx71.com/)"
66.249.65.89 bot - "2017-07-21 05:52:02" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/1/1 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.130 bot - "2017-07-21 05:54:15" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/145 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
157.55.39.97 bot - "2017-07-21 05:55:55" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/index 200 "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
66.249.65.132 bot - "2017-07-21 05:56:01" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/135 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.119 bot - "2017-07-21 05:57:03" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/6 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.134 bot - "2017-07-21 05:58:22" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
164.132.161.45 bot - "2017-07-21 06:03:32" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/140/41 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.65.132 bot - "2017-07-21 06:09:40" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/50 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.119 bot - "2017-07-21 06:09:50" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/81 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.184.189.105 - - "2017-07-21 06:11:58" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/35 200 "ltx71 - (http://ltx71.com/)"
66.249.65.119 bot - "2017-07-21 06:17:30" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/178/45 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.90 bot - "2017-07-21 06:21:29" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/20 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.89 bot - "2017-07-21 06:22:10" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/150/42 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.132 bot - "2017-07-21 06:22:31" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/178 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.134 bot - "2017-07-21 06:27:11" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/146 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.91 bot - "2017-07-21 06:28:58" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/81/38 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
164.132.161.48 bot - "2017-07-21 06:37:51" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/download/10/26 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
164.132.161.76 bot - "2017-07-21 06:38:46" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/view/30 200 "Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)"
66.249.65.130 bot - "2017-07-21 06:44:02" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/11/14 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.210 bot - "2017-07-21 06:44:29" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/58/36 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
35.184.189.105 - - "2017-07-21 06:44:50" http://www.revista.projuriscursos.com.br/index.php/revista-projuris/article/download/39/21 200 "ltx71 - (http://ltx71.com/)"
66.249.65.119 bot - "2017-07-21 06:45:58" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/58 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.115 bot - "2017-07-21 06:46:02" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/150 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.117 bot - "2017-07-21 06:46:36" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/19 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.117 bot - "2017-07-21 06:49:05" http://www.projuriscursos.com.br/revista/index.php/revista-projuris/article/view/14 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.90 bot - "2017-07-21 06:52:28" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/135/40 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.90 bot - "2017-07-21 06:53:59" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/view/146 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.65.89 bot - "2017-07-21 06:54:34" http://projuriscursos.com.br/revista/index.php/revista-projuris/article/download/110/46 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
66.249.73.208 bot - "2017-07-21 06:55:12" http://revista.projuriscursos.com.br/index.php/revista-projuris/article/download/120/39 200 "Googlebot/2.1 (+http://www.google.com/bot.html)"
